Date,AMD,ASML,AVGO,INTC,KLA,MU,NVDA,NXP,QCOM,TSM
2014-01-02,3.950000047683716,85.6192398071289,42.84955596923828,20.957815170288086,46.77000045776367,21.65999984741211,3.7470011711120605,9.57287311553955,57.9034309387207,13.512930870056152
2014-01-03,4.0,85.32260131835938,43.0123176574707,20.949682235717773,46.209999084472656,20.969999313354492,3.702112913131714,9.640128135681152,57.5638427734375,13.355347633361816
2014-01-06,4.130000114440918,83.5705337524414,42.719329833984375,20.68964195251465,46.54999923706055,20.670000076293945,3.7517263889312744,9.70738697052002,57.413787841796875,13.315948486328125
2014-01-07,4.179999828338623,82.86600494384766,43.126258850097656,20.79528045654297,45.66999816894531,21.729999542236328,3.8131520748138428,9.752224922180176,57.84023666381836,13.323830604553223
2014-01-08,4.179999828338623,83.08848571777344,43.769195556640625,20.665264129638672,45.61000061035156,23.8700008392334,3.8651282787323,9.834427833557129,58.187744140625,13.465654373168945
2014-01-09,4.090000152587891,83.5612564086914,43.32157897949219,20.5677490234375,45.68000030517578,23.239999771118164,3.721013307571411,9.819482803344727,58.369380950927734,13.205642700195312
2014-01-10,4.170000076293945,84.42337799072266,43.3785514831543,20.74652671813965,46.130001068115234,23.709999084472656,3.716287612915039,9.886738777160645,58.337772369384766,13.315948486328125
2014-01-13,4.130000114440918,83.76519775390625,42.84140396118164,20.722148895263672,46.34000015258789,23.329999923706055,3.628873825073242,9.911491394042969,57.82445526123047,13.323830604553223
2014-01-14,4.300000190734863,84.5346450805664,44.98184585571289,21.542903900146484,45.459999084472656,23.670000076293945,3.742276430130005,9.881484031677246,57.958709716796875,13.69415283203125
2014-01-15,4.46999979019165,82.91236114501953,46.36542510986328,21.672929763793945,46.84000015258789,23.329999923706055,3.782439708709717,9.881484031677246,58.84321975708008,13.835982322692871
2014-01-16,4.380000114440918,79.0003433227539,45.1120719909668,21.567285537719727,46.709999084472656,23.1299991607666,3.7942521572113037,9.88898754119873,59.00905227661133,14.300858497619629
2014-01-17,4.179999828338623,78.24018859863281,45.689903259277344,21.006567001342773,46.11000061035156,22.3799991607666,3.777714490890503,9.986527442932129,59.01695251464844,14.001446723937988
2014-01-21,4.170000076293945,80.78948211669922,45.66548156738281,20.79528045654297,46.07500076293945,23.1200008392334,3.791889190673828,9.986527442932129,59.59345626831055,13.9384126663208
2014-01-22,3.6700000762939453,84.62733459472656,46.511898040771484,20.5677490234375,45.8849983215332,23.649999618530273,3.7871642112731934,10.046551704406738,59.846187591552734,14.151151657104492
2014-01-23,3.619999885559082,81.93899536132812,45.61664962768555,20.42146873474121,46.65999984741211,23.639999389648438,3.772989273071289,10.069061279296875,59.91725540161133,13.946290016174316
2014-01-24,3.4700000286102295,81.1973648071289,44.3470458984375,20.161426544189453,46.36000061035156,22.920000076293945,3.6761245727539062,10.054052352905273,58.503639221191406,13.84385871887207
2014-01-27,3.4100000858306885,81.22518157958984,44.31449890136719,20.088289260864258,45.400001525878906,22.899999618530273,3.6524994373321533,9.986527442932129,57.80866241455078,13.512930870056152
2014-01-28,3.5399999618530273,80.13130950927734,44.53422927856445,20.23456573486328,45.13999938964844,23.049999237060547,3.6879374980926514,10.001530647277832,56.853065490722656,13.520812034606934
2014-01-29,3.4800000190734863,79.39897155761719,44.00522232055664,20.0557918548584,45.154998779296875,22.709999084472656,3.6524994373321533,10.016538619995117,56.16600799560547,13.40262508392334
2014-01-30,3.4800000190734863,79.00961303710938,44.80279541015625,20.10454559326172,45.03499984741211,23.450000762939453,3.71392560005188,10.024039268493652,57.85606002807617,13.50505256652832
2014-01-31,3.430000066757202,78.45340728759766,44.469120025634766,19.9420166015625,45.20500183105469,23.040000915527344,3.709200382232666,10.016538619995117,58.61418533325195,13.331707954406738
2014-02-03,3.3299999237060547,78.38851165771484,43.34598922729492,19.462566375732422,44.94499969482422,22.809999465942383,3.6595871448516846,10.091570854187012,57.9034309387207,13.213520050048828
2014-02-04,3.369999885559082,77.95281219482422,43.95638656616211,19.356918334960938,44.01499938964844,23.0,3.680849313735962,10.039046287536621,57.26374816894531,13.189881324768066
2014-02-05,3.309999942779541,78.9447250366211,43.931976318359375,19.295391082763672,44.29499816894531,23.309999465942383,3.6477746963500977,10.076560974121094,57.153175354003906,12.969264030456543
2014-02-06,3.4100000858306885,80.5020980834961,44.92488479614258,19.68097686767578,44.84000015258789,24.110000610351562,3.6950244903564453,10.121580123901367,57.84023666381836,13.386863708496094
2014-02-07,3.4700000286102295,81.1695556640625,46.03985595703125,19.861454010009766,45.415000915527344,24.510000228881836,3.749363899230957,10.181602478027344,58.764244079589844,13.520812034606934
2014-02-10,3.630000114440918,81.1510238647461,45.82826232910156,19.927085876464844,45.470001220703125,24.8700008392334,3.7611756324768066,10.181602478027344,58.98536682128906,13.599602699279785
2014-02-11,3.700000047683716,83.06993103027344,47.260643005371094,20.074752807617188,,24.709999084472656,3.8391404151916504,10.181602478027344,59.71982955932617,13.702034950256348
2014-02-12,3.690000057220459,81.5125732421875,47.968692779541016,20.14038848876953,46.51499938964844,24.889999389648438,3.976167678833008,10.198929786682129,60.35160827636719,13.69415283203125
2014-02-13,3.700000047683716,82.01313781738281,48.08263397216797,20.263444900512695,46.1349983215332,24.90999984741211,4.10138463973999,10.176329612731934,60.36741256713867,13.749307632446289
2014-02-14,3.690000057220459,82.67132568359375,47.2687873840332,20.312667846679688,46.79499816894531,25.079999923706055,4.231322765350342,10.221525192260742,60.24106979370117,14.095996856689453
2014-02-18,3.700000047683716,83.13483428955078,47.50480651855469,20.312667846679688,47.4900016784668,25.420000076293945,4.2289605140686035,10.176329612731934,59.70404052734375,14.017206192016602
2014-02-19,3.7200000286102295,81.7628402709961,46.95952224731445,20.099367141723633,46.779998779296875,25.420000076293945,4.285661697387695,10.198929786682129,59.83827590942383,13.993565559387207
2014-02-20,3.690000057220459,82.39322662353516,48.01752853393555,20.2962589263916,46.560001373291016,25.489999771118164,4.436864852905273,10.198929786682129,59.98042678833008,13.9384126663208
2014-02-21,3.690000057220459,82.42103576660156,47.65129470825195,20.033735275268555,47.095001220703125,25.079999923706055,4.403789520263672,10.221525192260742,59.711917877197266,13.977806091308594
2014-02-24,3.7100000381469727,82.81964874267578,48.48142623901367,20.206018447875977,47.189998626708984,24.75,4.467577934265137,10.229056358337402,59.56977844238281,13.9384126663208
2014-02-25,3.690000057220459,80.30744171142578,48.01752853393555,20.19781494140625,47.349998474121094,24.260000228881836,4.44740629196167,10.244124412536621,59.15910720825195,13.883258819580078
2014-02-26,3.700000047683716,79.64925384521484,50.377716064453125,20.34547996520996,47.51499938964844,24.219999313354492,4.440284729003906,10.281784057617188,59.269676208496094,14.048721313476562
2014-02-27,3.7100000381469727,79.74195098876953,49.95450973510742,20.312667846679688,47.57500076293945,24.190000534057617,4.390448093414307,10.289321899414062,59.3802375793457,14.190546035766602
2014-02-28,3.7100000381469727,79.85321044921875,50.2149543762207,20.312667846679688,47.16999816894531,24.190000534057617,4.361969947814941,10.311914443969727,59.459197998046875,14.237822532653809
2014-03-03,3.6700000762939453,79.72341918945312,50.24748992919922,20.099367141723633,46.75,24.479999542236328,4.340612888336182,10.289321899414062,58.41981887817383,14.206308364868164
2014-03-04,3.700000047683716,82.85672760009766,51.55781555175781,20.189603805541992,46.904998779296875,25.110000610351562,4.385701656341553,10.304387092590332,60.38751983642578,14.214186668395996
2014-03-05,3.7100000381469727,83.31096649169922,51.338069915771484,20.099367141723633,47.279998779296875,24.829999923706055,4.4236741065979,10.266721725463867,60.83183670043945,14.489958763122559
2014-03-06,3.7300000190734863,84.84980773925781,51.79383087158203,20.206018447875977,47.584999084472656,24.770000457763672,4.361969947814941,10.168800354003906,61.09367752075195,14.868165969848633
2014-03-07,3.950000047683716,84.47901153564453,51.06949234008789,20.21422004699707,47.60499954223633,24.420000076293945,4.357224941253662,10.070876121520996,60.92704772949219,14.7893705368042
2014-03-10,3.809999942779541,84.06185150146484,51.11018753051758,20.378299713134766,47.79999923706055,24.850000381469727,4.29314661026001,10.13114070892334,61.149200439453125,14.939078330993652
2014-03-11,3.8499999046325684,83.7095947265625,50.475379943847656,20.28805160522461,47.54999923706055,24.670000076293945,4.335866451263428,10.168800354003906,60.86357498168945,14.7893705368042
2014-03-12,3.9100000858306885,84.30287170410156,51.41946029663086,20.312667846679688,47.654998779296875,24.84000015258789,4.347731113433838,10.208879470825195,61.06987380981445,15.309403419494629
2014-03-13,3.859999895095825,83.27388763427734,51.01252365112305,20.156797409057617,48.48500061035156,24.110000610351562,4.210084438323975,10.284501075744629,60.00667190551758,15.18333625793457
2014-03-14,3.8499999046325684,82.94944763183594,51.01252365112305,20.099367141723633,47.915000915527344,23.959999084472656,4.229069709777832,10.292058944702148,59.30052185058594,14.891801834106445
2014-03-17,3.799999952316284,84.01549530029297,51.60663986206055,20.263444900512695,47.970001220703125,23.93000030517578,4.229069709777832,10.269373893737793,61.10954284667969,15.057271003723145
2014-03-18,3.890000104904175,85.02594757080078,52.16242599487305,20.36189079284668,48.33000183105469,24.489999771118164,4.328744888305664,10.254247665405273,61.45069122314453,15.112419128417969
2014-03-19,3.9800000190734863,84.34923553466797,52.644657135009766,20.52596664428711,49.025001525878906,23.979999542236328,4.404688358306885,10.163504600524902,60.94290542602539,14.876042366027832
2014-03-20,4.050000190734863,85.73048400878906,53.380271911621094,20.862323760986328,49.3650016784668,24.010000228881836,4.40706205368042,10.03494930267334,61.966434478759766,14.85240364074707
2014-03-21,4.039999961853027,85.64705657958984,52.22781753540039,20.649024963378906,50.619998931884766,23.65999984741211,4.399942398071289,10.08788013458252,62.037837982177734,14.60027027130127
2014-03-24,4.050000190734863,84.4604721069336,51.622989654541016,20.60800552368164,50.630001068115234,23.479999542236328,4.37858247756958,10.110569953918457,61.6807975769043,14.686942100524902
2014-03-25,4.050000190734863,85.26697540283203,52.30955123901367,20.886934280395508,50.099998474121094,23.530000686645508,4.37858247756958,10.140816688537598,62.3314208984375,15.065147399902344
2014-03-26,4.050000190734863,85.5450668334961,51.3369140625,20.821306228637695,50.33000183105469,22.829999923706055,4.278907775878906,10.186193466186523,62.13304901123047,15.041508674621582
2014-03-27,3.9100000858306885,85.2577133178711,51.31239318847656,20.76386833190918,49.93000030517578,22.239999771118164,4.22195291519165,10.22400188446045,62.720176696777344,15.30152416229248
2014-03-28,3.880000114440918,85.1279296875,52.399452209472656,21.01819610595703,49.66999816894531,21.90999984741211,4.248055934906006,10.216438293457031,62.90267562866211,15.474865913391113
2014-03-31,4.010000228881836,86.5462646484375,52.644657135009766,21.174068450927734,49.97999954223633,23.65999984741211,4.250429153442383,10.193754196166992,62.56942367553711,15.77428150177002
2014-04-01,4.070000171661377,86.74092864990234,53.16775131225586,21.32173728942871,50.060001373291016,24.440000534057617,4.426047325134277,10.140816688537598,63.553287506103516,16.01065444946289
2014-04-02,4.059999942779541,86.40719604492188,52.83264923095703,21.239700317382812,50.56999969482422,24.350000381469727,4.39756965637207,10.080322265625,63.58501434326172,15.790038108825684
2014-04-03,4.0,85.44309997558594,52.25232696533203,21.666296005249023,51.31999969482422,24.0,4.445033073425293,10.110569953918457,63.91032028198242,15.711246490478516
2014-04-04,4.010000228881836,84.1916275024414,50.51139831542969,21.461200714111328,51.869998931884766,22.579999923706055,4.307385444641113,10.1559419631958,62.307613372802734,15.577296257019043
2014-04-07,3.880000114440918,83.4036636352539,49.334449768066406,21.731931686401367,50.38999938964844,21.709999084472656,4.321625232696533,10.1559419631958,61.950557708740234,15.553662300109863
2014-04-08,3.990000009536743,83.0235824584961,49.17915725708008,22.076492309570312,49.994998931884766,22.209999084472656,4.475884914398193,10.140816688537598,62.59322738647461,15.742764472961426
2014-04-09,3.9800000190734863,85.65632629394531,51.059017181396484,22.133914947509766,49.14500045776367,22.600000381469727,4.471138954162598,10.1559419631958,63.41837692260742,15.87671184539795
2014-04-10,3.8499999046325684,83.32950592041016,48.92578125,21.68270492553711,49.54999923706055,21.68000030517578,4.361969947814941,10.1559419631958,61.94260787963867,15.616692543029785
2014-04-11,3.6500000953674316,80.95635223388672,47.83871841430664,21.47760772705078,47.93000030517578,21.1299991607666,4.300266742706299,10.180994033813477,61.895023345947266,15.671850204467773
2014-04-14,3.7100000381469727,80.25182342529297,48.07575225830078,21.789352416992188,47.13999938964844,21.899999618530273,4.347731113433838,10.13544750213623,62.79157638549805,15.963385581970215
2014-04-15,3.7899999618530273,78.92617797851562,48.173824310302734,21.961639404296875,47.54499816894531,22.170000076293945,4.37858247756958,10.143035888671875,63.06929397583008,16.160367965698242
2014-04-16,3.759999990463257,76.22855377197266,48.47624588012695,22.092899322509766,,22.479999542236328,4.3880743980407715,10.150629997253418,63.61674880981445,15.87671184539795
2014-04-17,3.690000057220459,75.69088745117188,49.76763153076172,22.18313980102539,47.18000030517578,23.90999984741211,4.404688358306885,10.127850532531738,64.52125549316406,16.325828552246094
2014-04-21,4.119999885559082,75.69088745117188,50.584957122802734,22.109304428100586,,25.31999969482422,4.440284729003906,10.165814399719238,64.2118148803711,16.199758529663086
2014-04-22,4.300000190734863,75.71871948242188,51.851844787597656,22.019062042236328,47.900001525878906,26.18000030517578,4.478257179260254,10.188587188720703,63.957923889160156,16.199758529663086
2014-04-23,4.25,76.01535034179688,52.79994201660156,21.945226669311523,48.130001068115234,26.25,4.530468940734863,10.249329566955566,64.03726959228516,16.08156967163086
2014-04-24,4.28000020980835,78.02698516845703,53.437461853027344,21.945226669311523,48.26499938964844,26.15999984741211,4.570812702178955,10.249329566955566,61.7839469909668,16.199758529663086
2014-04-25,4.050000190734863,76.47740173339844,50.95276641845703,21.543245315551758,46.255001068115234,25.260000228881836,4.445033073425293,10.302470207214355,61.577640533447266,15.687607765197754
2014-04-28,3.9600000381469727,77.09535217285156,49.67772674560547,21.600671768188477,45.625,24.579999923706055,4.426047325134277,10.317655563354492,61.9267463684082,15.99489688873291
2014-04-29,4.03000020980835,76.88936614990234,49.79214859008789,21.723726272583008,45.55500030517578,25.100000381469727,4.435540199279785,10.294876098632812,62.299652099609375,15.83731460571289
2014-04-30,4.090000152587891,76.20586395263672,51.90087890625,21.89600372314453,46.3650016784668,26.1200008392334,4.383328914642334,10.317655563354492,62.45042037963867,15.83731460571289
2014-05-01,4.199999809265137,76.16841888427734,51.89270782470703,21.699111938476562,,26.25,4.40706205368042,10.385984420776367,62.67257308959961,15.577296257019043
2014-05-02,4.119999885559082,75.72834777832031,52.53022003173828,21.666296005249023,45.22999954223633,26.309999465942383,4.37383508682251,10.363207817077637,62.67257308959961,15.459111213684082
2014-05-05,4.090000152587891,75.13848114013672,52.51388168334961,21.653884887695312,45.375,26.739999771118164,4.421300411224365,10.393576622009277,63.124820709228516,15.490625381469727
2014-05-06,4.010000228881836,74.81077575683594,55.03944778442383,21.6787109375,45.05500030517578,26.68000030517578,4.331117630004883,10.416353225708008,62.92647933959961,15.75851821899414
2014-05-07,3.9700000286102295,75.33509826660156,54.606266021728516,21.81937599182129,44.599998474121094,26.420000076293945,4.335866451263428,10.454314231872559,62.94234085083008,16.018537521362305
2014-05-08,3.930000066757202,75.74708557128906,55.53802490234375,21.7945499420166,,26.93000030517578,4.390448093414307,10.49227523803711,63.07722473144531,16.160367965698242
2014-05-09,3.869999885559082,75.20401000976562,55.09667205810547,21.76145362854004,45.060001373291016,26.84000015258789,4.28365421295166,10.507457733154297,63.07722473144531,16.08156967163086
2014-05-12,3.9700000286102295,76.92682647705078,56.502479553222656,21.81937599182129,45.7400016784668,27.510000228881836,4.409435272216797,10.446722030639648,63.450138092041016,16.223400115966797
2014-05-13,4.03000020980835,76.05606079101562,56.2000732421875,21.885562896728516,46.5099983215332,27.6299991607666,4.338237762451172,10.46424674987793,63.767486572265625,16.262794494628906
2014-05-14,3.9800000190734863,75.83134460449219,55.9957389831543,21.78627586364746,45.869998931884766,26.860000610351562,4.295520782470703,10.487114906311035,63.799251556396484,16.21552085876465
2014-05-15,3.9600000381469727,75.54108428955078,55.52167892456055,21.521501541137695,45.5099983215332,25.860000610351562,4.271789073944092,10.525222778320312,63.299373626708984,16.278553009033203
2014-05-16,4.019999980926514,75.90625,55.971214294433594,21.36428451538086,45.314998626708984,26.030000686645508,4.262294292449951,10.525222778320312,63.01374816894531,16.365222930908203
2014-05-19,4.090000152587891,76.02796173095703,55.8404541015625,21.546314239501953,45.79499816894531,26.940000534057617,4.399942398071289,10.532845497131348,63.32318878173828,16.278553009033203
2014-05-20,4.050000190734863,75.8968734741211,55.186561584472656,21.546314239501953,46.2400016784668,26.549999237060547,4.348681926727295,10.548087120056152,63.362857818603516,16.160367965698242
2014-05-21,4.099999904632568,77.7039566040039,55.91400146484375,21.6787109375,45.994998931884766,26.989999771118164,4.348681926727295,10.517601013183594,63.21213150024414,16.152482986450195
2014-05-22,4.010000228881836,78.01292419433594,56.13469696044922,21.63733673095703,46.44499969482422,27.170000076293945,4.3677568435668945,10.517601013183594,63.124820709228516,16.262794494628906
2014-05-23,4.019999980926514,78.2001953125,57.663108825683594,21.7531795501709,46.47999954223633,27.329999923706055,4.408285617828369,10.517601013183594,63.378719329833984,16.278553009033203
2014-05-27,4.039999961853027,79.80127716064453,57.97369384765625,22.100698471069336,46.845001220703125,28.059999465942383,4.48696231842041,10.471875190734863,63.838905334472656,16.459775924682617
2014-05-28,4.0,79.45484161376953,57.295291900634766,22.24135398864746,,28.610000610351562,4.525108814239502,10.4794921875,63.64848327636719,16.436138153076172
2014-05-29,4.03000020980835,79.79190826416016,57.859256744384766,22.307554244995117,,28.579999923706055,4.517956733703613,10.4794921875,63.624691009521484,16.31006622314453
2014-05-30,4.0,80.40987396240234,57.76118469238281,22.605430603027344,48.154998779296875,28.59000015258789,4.529877662658691,10.502358436584473,63.83098602294922,16.199758529663086
2014-06-02,3.9700000286102295,80.41923522949219,58.553993225097656,22.555789947509766,47.95000076293945,28.65999984741211,4.515573501586914,10.548087120056152,64.18988037109375,16.278553009033203
2014-06-03,3.940000057220459,80.60649108886719,58.3986930847168,22.886754989624023,47.994998931884766,28.670000076293945,4.496499538421631,10.548087120056152,64.12606811523438,16.73554801940918
2014-06-04,4.039999961853027,81.1214599609375,58.529483795166016,22.837112426757812,,28.969999313354492,4.501266956329346,10.525222778320312,63.743247985839844,16.625240325927734
2014-06-05,4.079999923706055,82.07650756835938,58.74199676513672,22.886754989624023,48.540000915527344,29.040000915527344,4.520340919494629,10.555706024169922,63.53586196899414,16.70403289794922
2014-06-06,4.059999942779541,83.39668273925781,58.54581832885742,23.308752059936523,48.55500030517578,29.540000915527344,4.537030220031738,10.593817710876465,64.11014556884766,16.617361068725586
2014-06-09,4.070000171661377,83.43413543701172,58.676612854003906,23.093618392944336,48.904998779296875,29.0,4.541799068450928,10.631919860839844,63.76718521118164,16.711910247802734
2014-06-10,4.199999809265137,83.40604400634766,58.733795166015625,23.366668701171875,49.834999084472656,29.510000228881836,4.565639019012451,10.662409782409668,63.15302658081055,16.782827377319336
2014-06-11,4.289999961853027,84.16446685791016,58.6439208984375,23.110166549682617,,30.989999771118164,4.625242710113525,10.64175033569336,63.17694854736328,16.64887809753418
2014-06-12,4.289999961853027,83.64012145996094,58.65208435058594,23.134990692138672,50.189998626708984,30.860000610351562,4.6538543701171875,10.702956199645996,63.2806282043457,16.63311767578125
2014-06-13,4.28000020980835,83.68693542480469,58.37418746948242,24.71538734436035,50.16999816894531,31.170000076293945,4.658622741699219,10.65705394744873,63.097198486328125,16.617361068725586
2014-06-16,4.440000057220459,84.82923889160156,57.93281173706055,24.83122444152832,,31.90999984741211,4.644317150115967,10.62645149230957,62.73031997680664,16.711910247802734
