,Date,Open_x,High_x,Low_x,Close_x,Volume_x,Ticker_x,percent_change_x,Open_y,High_y,Low_y,Close_y,Volume_y,Ticker_y,percent_change_y,Open_x,High_x,Low_x,Close_x,Volume_x,Ticker_x,percent_change_x,Open_y,High_y,Low_y,Close_y,Volume_y,Ticker_y,percent_change_y,Open_x,High_x,Low_x,Close_x,Volume_x,Ticker_x,percent_change_x,Open_y,High_y,Low_y,Close_y,Volume_y,Ticker_y,percent_change_y,Open_x,High_x,Low_x,Close_x,Volume_x,Ticker_x,percent_change_x,Open_y,High_y,Low_y,Close_y,Volume_y,Ticker_y,percent_change_y,Open_x,High_x,Low_x,Close_x,Volume_x,Ticker_x,percent_change_x,Open_y,High_y,Low_y,Close_y,Volume_y,Ticker_y,percent_change_y
0,2014-01-01,29.959999084472656,37.20000076293945,27.333999633789062,36.28200149536133,919661500.0,TSLA,0.20594299547050676,111.05887161666756,111.18673489328336,103.76150189541154,104.8118133544922,9045900.0,TM,-0.05872690495534982,10.93093184679909,11.895009272856472,10.562313848355789,10.604846954345703,1003488000.0,F,-0.030460065505048317,31.44131515179919,31.7350155758651,27.731426075873724,27.886005401611328,540681600.0,GM,-0.11720085191400476,41.09999847412109,41.380001068115234,37.369998931884766,37.5099983215332,8304700.0,HMC,-0.08853078855405494,61.89010071637668,65.2796532035799,59.87960021241841,60.67799377441406,826400.0,DDAIF,-0.038195899421806345,25.245627098748056,25.645068246877187,22.83946949049589,23.029680252075195,2723600.0,VWAGY,-0.11462523717912809,14.380000114440918,14.704999923706056,13.607500076293944,13.707500457763672,568400.0,FUJHY,-0.04676631789466379,12.949999809265137,13.574999809265137,12.029999732971191,12.032500267028809,292000.0,MZDAY,-0.07796934167314817,147.7647204283897,149.26666107882986,143.74481053965235,144.29258728027344,0.0,DODGX,-0.03024582888734262
1,2014-02-01,36.57799911499024,53.0,33.87200164794922,48.96200180053711,1129770500.0,TSLA,0.34948458691830786,104.09029224344027,108.1454045250712,101.14942302788096,105.30500030517578,7753200.0,TM,0.004705451941905858,10.718429058623084,11.06856424432119,10.289691623694411,10.997108459472656,712696400.0,F,0.0369888888369303,28.03285445860124,28.697543502991177,26.556627630294336,27.97875213623047,580146400.0,GM,0.0033259239996339396,37.15999984741211,37.369998931884766,35.41999816894531,36.04999923706055,11528900.0,HMC,-0.03892293121310331,60.04652756194375,67.63853285431455,58.55860830950088,67.06513977050781,842100.0,DDAIF,0.10526297259991146,23.13762445886025,25.63555691292547,22.51611174449919,24.23275756835937,2225200.0,VWAGY,0.05224029613592962,13.494999885559082,13.864999771118164,12.287500381469728,13.427499771118164,833600.0,FUJHY,-0.020426823074583322,11.6850004196167,12.537500381469728,11.175000190734863,12.029999732971191,233200.0,MZDAY,-0.00020781500121547225,141.10310823994485,150.7950439453125,141.10310823994485,150.7950439453125,0.0,DODGX,0.04506438471720453
2,2014-03-01,47.45199966430664,52.0,40.59999847412109,41.68999862670898,833428000.0,TSLA,-0.14852340399506214,103.97156196042964,105.28673507951036,97.0943152999513,103.11305236816406,9660400.0,TM,-0.02081523128682794,10.861346649880712,11.31152097345119,10.739871006308055,11.147171974182127,617354600.0,F,0.013645724715955598,27.592308593575847,29.408607801045186,25.946044013181407,26.603002548217773,510773700.0,GM,-0.04917122755561354,36.459999084472656,37.400001525878906,34.2400016784668,35.34000015258789,15640700.0,HMC,-0.019694843259324024,65.51915697517728,69.54016288107415,63.87156340122075,68.78531646728516,906100.0,DDAIF,0.025649341858731134,23.58128918935852,24.2232473326432,22.5161121939554,24.14716339111328,2870800.0,VWAGY,-0.0035321682645746977,13.417499542236328,13.737500190734863,12.524999618530272,13.600000381469728,1270800.0,FUJHY,0.012846815363393604,11.609999656677246,11.975000381469728,10.324999809265137,11.125,139600.0,MZDAY,-0.07522857465165322,149.16941265513992,152.57087653595406,148.45378328598426,151.79339599609375,0.0,DODGX,0.006620589275754485
3,2014-04-01,41.80400085449219,47.14599990844727,36.86399841308594,41.57799911499024,826039000.0,TSLA,-0.002686483938787676,105.0532719747612,105.64852679336228,96.15234406062018,100.83998107910156,11322900.0,TM,-0.022044457387863203,11.1971887985377,11.783129535805497,11.09714985352094,11.540178298950195,664199500.0,F,0.03525614619369888,26.90157989650089,27.837287618242275,24.71826386212623,26.885984420776367,494224900.0,GM,0.010637215556615898,35.27000045776367,35.70000076293945,32.41999816894531,33.29999923706055,24970900.0,HMC,-0.057724983212201764,69.95387933585464,71.09340592164905,62.94252619085957,67.3264389038086,986700.0,DDAIF,-0.02120914227632309,24.37113694654912,25.607026232671085,24.066325905052388,25.421571731567383,2671000.0,VWAGY,0.052776730741098676,13.625,14.175000190734863,12.94499969482422,13.100000381469728,638800.0,FUJHY,-0.0367647048511307,11.324999809265137,11.574999809265137,10.672499656677246,11.30500030517578,123600.0,MZDAY,0.01617980271242958,153.76818452898374,154.42634464019332,147.6491153860871,152.0160675048828,0.0,DODGX,0.001466938053054534
4,2014-05-01,41.41600036621094,43.73199844360352,35.444000244140625,41.55400085449219,674050500.0,TSLA,-0.000577186517121353,102.3281163503962,105.4625104939642,100.01220289020335,105.20208740234376,7703500.0,TM,0.043257706681048,11.630362652300317,11.925622530035508,11.111857802670976,11.839205741882324,504923500.0,F,0.02591185640167537,27.0341319989212,27.626748069167203,25.700750302666133,26.963956832885746,264085600.0,GM,0.0029001137131183796,33.560001373291016,35.22999954223633,32.68000030517578,35.18000030517578,19037900.0,HMC,0.056456489825468914,69.2994510112245,71.52597036065717,66.16583224526825,71.3310546875,529600.0,DDAIF,0.05948058220356689,25.37734868142259,25.37734868142259,23.78576608896492,24.974578857421875,1632200.0,VWAGY,-0.017583211567931967,13.407500267028809,13.407500267028809,11.8100004196167,13.324999809265137,1626800.0,FUJHY,0.017175528339195667,11.3125,11.510000228881836,10.162500381469728,10.899999618530272,82000.0,MZDAY,-0.035824916029421616,152.12281770162582,155.12010192871094,150.5752719367962,155.12010192871094,0.0,DODGX,0.020419120654653344
5,2014-06-01,41.46599960327149,48.89799880981445,39.84999847412109,48.012001037597656,616813500.0,TSLA,0.1554122358932215,106.1414786453405,111.49877201399067,105.35089940845543,111.29415893554688,7452600.0,TM,0.057908276191365626,11.889616736856004,12.494539797710924,11.795996939530497,12.415323257446287,558700700.0,F,0.04866183831284321,26.932770419558224,28.99132558992625,26.737831437901665,28.305139541625977,325847200.0,GM,0.04973983295747231,35.279998779296875,35.91999816894531,34.459999084472656,34.9900016784668,10801500.0,HMC,-0.005400756823786379,71.04617578767363,72.13319999116396,68.9021262859957,69.99664306640625,755700.0,DDAIF,-0.018707302547814275,25.16954331285227,25.33597636977711,24.33261813349924,24.655975341796875,2644000.0,VWAGY,-0.01275711264017243,13.420000076293944,14.047499656677246,13.31999969482422,13.920000076293944,1287600.0,FUJHY,0.04465292874639237,11.074999809265137,12.177499771118164,11.05500030517578,11.787500381469728,148400.0,MZDAY,0.08142209119261645,155.2801391269886,159.18459946429638,155.10226207446885,158.96224975585938,0.0,DODGX,0.02476885831930531
6,2014-07-01,48.492000579833984,48.6879997253418,42.720001220703125,44.65999984741211,539763500.0,TSLA,-0.06981590264402082,112.94040563948224,113.79608352902464,108.45738892740518,109.74090576171876,5568800.0,TM,-0.013956286553435726,12.487340778479677,13.049055559095576,12.24969248159804,12.2568941116333,618952400.0,F,-0.012760774933344265,28.501889654071697,29.995783001193583,26.55982890268127,26.591279983520508,305487500.0,GM,-0.0605494120806237,35.060001373291016,36.02000045776367,34.650001525878906,34.880001068115234,12366300.0,HMC,-0.003143772651467369,70.53639960046989,71.9682710723859,61.555362309162014,61.64532470703125,782300.0,DDAIF,-0.11931026965753277,24.722549664844347,25.114856403982422,21.974013473661,22.012056350708008,3613400.0,VWAGY,-0.1072323829999493,14.079999923706056,14.962499618530272,13.914999961853027,14.30500030517578,473600.0,FUJHY,0.027658062268081318,11.897500038146973,12.912500381469728,11.892499923706056,12.5,153600.0,MZDAY,0.06044535274419505,160.66361587634577,162.262652762555,158.1980438232422,158.1980438232422,0.0,DODGX,-0.004807468023325545
7,2014-08-01,45.21799850463867,54.400001525878906,45.20000076293945,53.93999862670898,574236000.0,TSLA,0.20779218116890807,109.48048452733164,111.44296767210236,105.95545572928368,106.3274917602539,5419400.0,TM,-0.03110429951140037,12.366472773772085,12.707367645299763,12.127121732454302,12.627583503723145,420844900.0,F,0.030243338052338586,26.56769417350312,27.51906690968189,25.789296389776688,27.361814498901367,203297500.0,GM,0.028976962216876512,34.93000030517578,34.97999954223633,33.54999923706055,34.04999923706055,15111800.0,HMC,-0.023795923326774604,61.57785205022518,62.93475201008081,58.56418318769119,61.188026428222656,935700.0,DDAIF,-0.007418215103609183,21.8551339315618,22.149960810030223,20.823245298875424,21.38436508178711,3405600.0,VWAGY,-0.028515794204784006,14.28499984741211,14.5600004196167,13.957500457763672,14.2524995803833,804400.0,FUJHY,-0.0036700960274347327,12.567500114440918,13.550000190734863,11.550000190734863,11.739999771118164,72100.0,MZDAY,-0.06080001831054682,157.5727536323484,163.0577392578125,155.6253220885544,163.0577392578125,0.0,DODGX,0.03071906148220238
8,2014-09-01,55.09999847412109,58.28400039672852,48.02399826049805,48.5359992980957,664241500.0,TSLA,-0.10018538127914278,107.83423798103766,111.43366842492742,106.93205288294727,109.31307220458984,6340200.0,TM,0.0280791016030717,12.678356598681814,12.961227059023066,10.509690447597736,10.727282524108888,655672700.0,F,-0.1504880944999466,27.42472158015332,27.629147651283045,24.90082878265027,25.11311912536621,262448500.0,GM,-0.08218370801488495,33.81999969482422,34.849998474121094,33.68000030517578,34.279998779296875,14444600.0,HMC,0.006754759101021968,60.918143241020594,63.8943319768315,56.75747536005901,57.19978332519531,922800.0,DDAIF,-0.06518012323384548,21.51750944780221,22.12618095778444,19.444219849445016,19.6306266784668,4021400.0,VWAGY,-0.08201030971052559,14.447500228881836,16.5674991607666,14.375,16.510000228881836,1564400.0,FUJHY,0.15839331450363203,12.010000228881836,12.720000267028809,11.800000190734863,12.5600004196167,81300.0,MZDAY,0.06984673462395086,163.28999448331254,165.56796373517503,160.36884722353264,160.69937133789062,0.0,DODGX,-0.014463391499578093
9,2014-10-01,48.43999862670898,53.108001708984375,43.4640007019043,48.34000015258789,760262500.0,TSLA,-0.004038222110232748,110.87263540195364,114.16290346939437,101.90430386603516,114.07829284667967,10715600.0,TM,0.04359241347797149,10.712776872524458,10.756294873282105,9.617563939002231,10.219568252563477,910293700.0,F,-0.04732925327587445,25.35668395617557,27.157113539790853,22.85829338674628,24.90459442138672,447956300.0,GM,-0.008303417147767389,34.13999938964844,34.15999984741211,29.299999237060547,32.119998931884766,38953400.0,HMC,-0.06301049954285953,56.967388206280525,58.57168060552311,52.63429906891364,58.45173645019531,1197300.0,DDAIF,0.021887375304943557,19.344360244657345,20.409535399498917,17.99862340831822,20.252613067626957,3883400.0,VWAGY,0.031684489718426745,16.162500381469727,16.772499084472656,14.335000038146973,16.772499084472656,1159200.0,FUJHY,0.015899385339293692,12.369999885559082,12.369999885559082,10.300000190734863,11.600000381469728,235900.0,MZDAY,-0.0764331215027354,158.5778764823559,160.91583251953125,148.97523827872186,160.91583251953125,0.0,DODGX,0.0013469945765094415
