Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2016-12-01,9.962731363076562,10.752907360152149,9.840539542968953,9.881270408630371,709201400.0,0.0,0.0,F
2017-01-01,9.938295849246092,10.809933813993252,9.881273087984104,10.068634033203125,879509200.0,0.0,0.0,F
2017-02-01,10.30539700714287,10.570275222069945,10.115016554892375,10.37161636352539,586173700.0,0.0,0.0,F
2017-03-01,10.479221995007304,10.553718961035768,9.444543665493992,9.63492488861084,952495700.0,0.0,0.0,F
2017-04-01,9.634923680523821,9.684587792050989,9.171387499688281,9.494207382202148,779918200.0,0.0,0.0,F
2017-05-01,9.638941672879257,9.68088674961787,8.951045294494886,9.3285493850708,932923800.0,0.0,0.0,F
2017-06-01,9.43760421491678,9.680884647122097,9.152378715082484,9.387269973754883,850617600.0,0.0,0.0,F
2017-07-01,9.52988266759211,9.924165020927287,9.18593455512263,9.412437438964844,697037000.0,0.0,0.0,F
2017-08-01,9.43985421631902,9.516324814530563,8.89606473625514,9.371880531311035,760514500.0,0.0,0.0,F
2017-09-01,9.499329769702598,10.247040955415205,9.465342934457027,10.170570373535156,682274700.0,0.0,0.0,F
2017-10-01,10.196061441806282,10.586910496154596,10.085604012282827,10.4254732131958,874278600.0,0.0,0.0,F
2017-11-01,10.666756841090008,10.8818124291795,10.210839224044436,10.769984245300293,701585400.0,0.0,0.0,F
2017-12-01,10.856004904031568,11.019447594063474,10.563529202182375,10.744175910949707,597327400.0,0.0,0.0,F
2018-01-01,10.769983557123972,11.595796175063075,9.37642271342196,9.436638832092285,1142142300.0,0.0,0.0,F
2018-02-01,9.651398110830984,9.730724806519717,8.981529170097776,9.351719856262207,970377300.0,0.0,0.0,F
2018-03-01,9.386975781974877,10.08328665289478,8.937459254587584,9.76598072052002,1007233600.0,0.0,0.0,F
2018-04-01,9.748353706872985,10.338895133888323,9.43104691200409,9.90700626373291,882033000.0,0.0,0.0,F
2018-05-01,10.048860842240556,10.486544354480214,9.79875609979682,10.3168306350708,701227100.0,0.0,0.0,F
2018-06-01,10.424018269458085,10.85276925188241,9.852349441039834,9.888078689575195,762713500.0,0.0,0.0,F
2018-07-01,9.843416833155679,10.057792304012734,8.78940282366323,8.968049049377441,851569700.0,0.0,0.0,F
2018-08-01,9.11223918296137,9.148470714224864,8.469128855163449,8.586880683898926,858463900.0,0.0,0.0,F
2018-09-01,8.632170294066364,9.00354370461935,8.233623451085265,8.378549575805664,803729200.0,0.0,0.0,F
2018-10-01,8.541593020351613,8.758982235996042,7.400298342476424,8.650287628173828,1300409700.0,0.0,0.0,F
2018-11-01,8.796460847963058,9.03619689020265,8.261665602564454,8.676592826843262,873823100.0,0.0,0.0,F
2018-12-01,8.953210516141699,9.082299346334942,6.832470473513947,7.053765296936035,956262400.0,0.0,0.0,F
2019-01-01,6.94311765177533,8.353870794929716,6.897014438334357,8.114134788513184,1004292300.0,0.0,0.0,F
2019-02-01,8.2273530960083,8.424358401323369,7.655096522669121,8.2273530960083,730016300.0,0.0,0.0,F
2019-03-01,8.302402764557831,8.414977605085339,7.8239590213169405,8.236733436584473,944056400.0,0.0,0.0,F
2019-04-01,8.311783681361371,9.850308356222278,8.311783681361371,9.803401947021484,938067400.0,0.0,0.0,F
2019-05-01,9.989270351466304,10.00833428166489,8.883587852458623,9.074223518371582,800091600.0,0.0,0.0,F
2019-06-01,9.1695412304173,9.827232334504414,9.017033411793708,9.750977516174316,627584700.0,0.0,0.0,F
2019-07-01,9.855826438214534,10.065525124500734,8.959841720730546,9.083754539489746,891313400.0,0.0,0.0,F
2019-08-01,9.219333049494832,9.306399303898013,8.416390138465419,8.871068954467773,749401800.0,0.0,0.0,F
2019-09-01,8.880743349125844,9.335421250804487,8.745306848417027,8.861394882202148,659445200.0,0.0,0.0,F
2019-10-01,8.890416752739045,9.016179021297857,8.164865842074457,8.309976577758789,888712200.0,0.0,0.0,F
2019-11-01,8.495519215858542,8.996990103640144,8.495519215858542,8.908495903015137,669268700.0,0.0,0.0,F
2019-12-01,8.92816032930696,9.409966117261316,8.652842870151124,9.144481658935547,746135500.0,0.0,0.0,F
2020-01-01,9.134648980054978,9.262475182171334,8.584013104609646,8.672508239746094,1088852400.0,0.0,0.0,F
2020-02-01,8.850000381469727,9.239999771118164,6.670000076293945,6.960000038146973,1639965500.0,0.0,0.0,F
2020-03-01,7.110000133514404,7.340000152587891,3.9600000381469727,4.829999923706055,2622835900.0,0.0,0.0,F
2020-04-01,4.630000114440918,5.75,4.170000076293945,5.090000152587891,1954784400.0,0.0,0.0,F
2020-05-01,5.019999980926514,6.090000152587891,4.519999980926514,5.710000038146973,1805254600.0,0.0,0.0,F
2020-06-01,5.730000019073486,7.739999771118164,5.670000076293945,6.079999923706055,2162095800.0,0.0,0.0,F
2020-07-01,6.099999904632568,7.059999942779541,5.739999771118164,6.610000133514404,1641503600.0,0.0,0.0,F
2020-08-01,6.650000095367432,7.380000114440918,6.53000020980835,6.820000171661377,1114124800.0,0.0,0.0,F
2020-09-01,6.769999980926514,7.400000095367432,6.409999847412109,6.659999847412109,1285238800.0,0.0,0.0,F
2020-10-01,6.710000038146973,8.350000381469727,6.599999904632568,7.730000019073486,1420926300.0,0.0,0.0,F
2020-11-01,7.829999923706055,9.5,7.630000114440918,9.079999923706055,1434081400.0,0.0,0.0,F
2020-12-01,9.15999984741211,9.489999771118164,8.75,8.789999961853027,1237449300.0,0.0,0.0,F
2021-01-01,8.8100004196167,12.149999618530273,8.430000305175781,10.529999732971191,1923473000.0,0.0,0.0,F
2021-02-01,10.649999618530273,12.399999618530273,10.359999656677246,11.699999809265137,1454667900.0,0.0,0.0,F
2021-03-01,11.869999885559082,13.619999885559082,11.630000114440918,12.25,1683492600.0,0.0,0.0,F
2021-04-01,12.279999732971191,12.989999771118164,11.140000343322754,11.539999961853027,1329294700.0,0.0,0.0,F
2021-05-01,11.5600004196167,15.050000190734863,11.229999542236328,14.529999732971191,1943954700.0,0.0,0.0,F
2021-06-01,14.720000267028809,16.450000762939453,14.4399995803833,14.859999656677246,1924494500.0,0.0,0.0,F
2021-07-01,14.90999984741211,15.039999961853027,12.789999961853027,13.949999809265137,1241789900.0,0.0,0.0,F
2014-01-01,111.05887161666756,111.18673489328336,103.76150189541154,104.81181335449219,9045900.0,0.0,0.0,TM
2014-02-01,104.09029224344027,108.1454045250712,101.14942302788096,105.30500030517578,7753200.0,0.0,0.0,TM
2014-03-01,103.97156196042965,105.28673507951035,97.0943152999513,103.11305236816406,9660400.0,0.0,0.0,TM
2014-04-01,105.05327197476119,105.64852679336227,96.15234406062018,100.83998107910156,11322900.0,0.0,0.0,TM
2014-05-01,102.32811635039619,105.4625104939642,100.01220289020337,105.20208740234375,7703500.0,0.0,0.0,TM
2014-06-01,106.1414786453405,111.49877201399069,105.35089940845545,111.29415893554688,7452600.0,0.0,0.0,TM
2014-07-01,112.94040563948225,113.79608352902464,108.45738892740518,109.74090576171875,5568800.0,0.0,0.0,TM
2014-08-01,109.48048452733164,111.44296767210236,105.95545572928368,106.3274917602539,5419400.0,0.0,0.0,TM
2014-09-01,107.83423798103766,111.43366842492742,106.93205288294729,109.31307220458984,6340200.0,0.0,0.0,TM
2014-10-01,110.87263540195364,114.16290346939435,101.90430386603516,114.07829284667969,10715600.0,0.0,0.0,TM
2014-11-01,114.03129791108084,115.93965231946747,110.45900385373348,115.75163269042969,8026600.0,0.0,0.0,TM
2014-12-01,117.18994532173285,121.55189990854353,113.80566402833246,117.96080780029297,8056500.0,0.0,0.0,TM
2015-01-01,118.66587245670314,124.48494173766335,113.94668390496463,121.12887573242188,6699600.0,0.0,0.0,TM
2015-02-01,122.30396281635328,130.38861240243807,121.23227614132506,127.2581558227539,5867000.0,0.0,0.0,TM
2015-03-01,127.14536906275868,137.06318075687312,125.59424830179894,131.50732421875,7387200.0,0.0,0.0,TM
2015-04-01,131.89511961952505,136.195316663468,130.8176806893121,132.5530242919922,5451500.0,0.0,0.0,TM
2015-05-01,132.29558074969137,135.71857642832563,130.15024700780447,131.4755859375,5461000.0,0.0,0.0,TM
2015-06-01,131.38977908760256,131.56139880737427,125.78330212477856,127.5281753540039,4898500.0,0.0,0.0,TM
2015-07-01,127.49957847970451,130.04537296051853,121.98845522778922,127.25167846679688,5849100.0,0.0,0.0,TM
2015-08-01,126.27911899886278,127.18492370638464,103.99624899404668,112.87316131591797,7952500.0,0.0,0.0,TM
2015-09-01,110.20341720232285,117.669180697845,107.89599322225607,111.82433319091797,9865800.0,0.0,0.0,TM
2015-10-01,114.55166981431971,122.24709730428515,113.3335545529719,118.54440307617188,5929000.0,0.0,0.0,TM
2015-11-01,119.08578554811534,121.02897992019993,116.96857365948868,120.2845687866211,4932800.0,0.0,0.0,TM
2015-12-01,121.57036451503151,123.0495097182655,117.62597238919999,118.950439453125,6942900.0,0.0,0.0,TM
2016-01-01,117.48096310140419,118.19637258493633,105.31909776691036,116.04048919677734,8493600.0,0.0,0.0,TM
2016-02-01,116.01148440096611,116.75588818051523,99.13181430572293,100.63996124267578,10593500.0,0.0,0.0,TM
2016-03-01,101.80007662507418,106.6242186019838,101.40370052811643,102.78617095947266,8307800.0,0.0,0.0,TM
2016-04-01,101.92039884992722,106.29390628574457,96.33531652616637,100.1769027709961,10854900.0,0.0,0.0,TM
2016-05-01,100.98462722289945,103.25018475702566,96.55202053754036,101.8613052368164,10442900.0,0.0,0.0,TM
2016-06-01,102.67886619992704,108.35260469549222,96.9164791805118,98.49251556396484,11610800.0,0.0,0.0,TM
2016-07-01,98.08866082882669,111.1008228685934,97.00513627312978,109.92864227294922,7845800.0,0.0,0.0,TM
2016-08-01,110.4408563982227,119.94632878546669,107.44638354469384,118.82340240478516,8964500.0,0.0,0.0,TM
2016-09-01,119.76902576163224,120.26153760211622,112.66700592366921,114.32184600830078,6822900.0,0.0,0.0,TM
2016-10-01,114.48999786376953,117.18000030517578,114.08999633789062,115.66000366210938,4080600.0,0.0,0.0,TM
2016-11-01,115.76000213623047,118.80999755859375,109.94000244140625,118.52999877929688,5322000.0,0.0,0.0,TM
2016-12-01,117.69000244140625,123.18000030517578,116.69999694824219,117.19999694824219,4193100.0,0.0,0.0,TM
2017-01-01,118.16999816894531,121.38999938964844,115.06999969482422,115.75,4125200.0,0.0,0.0,TM
2017-02-01,115.83999633789062,116.1500015258789,111.12000274658203,113.1500015258789,5082700.0,0.0,0.0,TM
2017-03-01,114.81999969482422,114.9800033569336,108.41000366210938,108.62000274658203,5181700.0,0.0,0.0,TM
2017-04-01,108.62000274658203,110.33000183105469,104.16999816894531,108.13999938964844,5865300.0,0.0,0.0,TM
2017-05-01,108.29000091552734,110.3499984741211,105.69000244140625,107.54000091552734,5179700.0,0.0,0.0,TM
2017-06-01,107.83999633789062,109.62000274658203,103.62000274658203,105.0199966430664,5811100.0,0.0,0.0,TM
2017-07-01,105.80000305175781,113.0,105.6500015258789,112.83999633789062,4520600.0,0.0,0.0,TM
2017-08-01,114.12000274658203,114.48999786376953,111.29000091552734,112.9800033569336,4247800.0,0.0,0.0,TM
2017-09-01,112.73999786376953,121.80000305175781,112.62999725341797,119.16999816894531,3710700.0,0.0,0.0,TM
2017-10-01,118.83000183105469,124.44000244140625,118.81999969482422,124.0,3447600.0,0.0,0.0,TM
2017-11-01,124.29000091552734,128.11000061035156,122.48999786376953,126.33999633789062,3176700.0,0.0,0.0,TM
2017-12-01,125.4000015258789,128.44000244140625,122.62999725341797,127.16999816894531,2681800.0,0.0,0.0,TM
2018-01-01,127.43000030517578,140.99000549316406,127.16999816894531,137.9199981689453,4421400.0,0.0,0.0,TM
2018-02-01,138.24000549316406,139.47999572753906,131.30999755859375,134.60000610351562,4418000.0,0.0,0.0,TM
2018-03-01,133.47999572753906,133.55999755859375,124.45999908447266,130.3699951171875,4412700.0,0.0,0.0,TM
2018-04-01,128.9499969482422,131.8699951171875,124.44999694824219,130.97999572753906,4374100.0,0.0,0.0,TM
2018-05-01,130.69000244140625,138.67999267578125,126.36000061035156,127.97000122070312,3724500.0,0.0,0.0,TM
2018-06-01,131.2899932861328,137.55999755859375,127.0999984741211,128.80999755859375,3465800.0,0.0,0.0,TM
2018-07-01,127.5199966430664,135.57000732421875,127.0,131.83999633789062,2639600.0,0.0,0.0,TM
2018-08-01,132.5,133.17999267578125,121.41999816894531,124.08000183105469,4285900.0,0.0,0.0,TM
2018-09-01,122.16999816894531,125.88999938964844,119.0199966430664,124.3499984741211,3202700.0,0.0,0.0,TM
2018-10-01,124.5999984741211,126.0199966430664,114.13999938964844,117.05000305175781,6114400.0,0.0,0.0,TM
2018-11-01,116.9000015258789,122.31999969482422,114.55000305175781,121.4800033569336,4882500.0,0.0,0.0,TM
2018-12-01,123.26000213623047,123.81999969482422,111.12000274658203,116.08000183105469,4712300.0,0.0,0.0,TM
2019-01-01,114.68000030517578,126.63999938964844,114.29000091552734,123.16999816894531,3288100.0,0.0,0.0,TM
2019-02-01,122.43000030517578,123.72000122070312,116.4000015258789,121.04000091552734,3086500.0,0.0,0.0,TM
2019-03-01,120.4000015258789,122.27999877929688,116.80999755859375,118.0199966430664,3022500.0,0.0,0.0,TM
2019-04-01,119.45999908447266,125.43000030517578,119.45999908447266,123.5999984741211,2641800.0,0.0,0.0,TM
2019-05-01,123.94999694824219,123.94999694824219,117.05000305175781,117.58000183105469,3462700.0,0.0,0.0,TM
2019-06-01,117.58000183105469,126.0,117.44000244140625,123.98999786376953,2438300.0,0.0,0.0,TM
2019-07-01,126.62999725341797,133.16000366210938,125.31999969482422,129.0500030517578,3390000.0,0.0,0.0,TM
2019-08-01,130.1999969482422,131.39999389648438,125.63999938964844,130.6300048828125,2863900.0,0.0,0.0,TM
2019-09-01,131.39999389648438,138.41000366210938,130.5800018310547,134.49000549316406,3037100.0,0.0,0.0,TM
2019-10-01,134.6300048828125,139.08999633789062,129.74000549316406,138.5500030517578,3189000.0,0.0,0.0,TM
2019-11-01,139.6199951171875,145.41000366210938,139.4499969482422,140.2100067138672,2437700.0,0.0,0.0,TM
2019-12-01,141.35000610351562,144.02000427246094,139.6999969482422,140.5399932861328,2191700.0,0.0,0.0,TM
2020-01-01,142.0,143.75999450683594,138.50999450683594,138.83999633789062,3171900.0,0.0,0.0,TM
2020-02-01,138.67999267578125,144.38999938964844,128.0,130.75,4125100.0,0.0,0.0,TM
2020-03-01,131.0,133.99000549316406,108.01000213623047,119.94999694824219,9190400.0,0.0,0.0,TM
2020-04-01,118.0,128.7899932861328,113.9800033569336,123.58999633789062,4824100.0,0.0,0.0,TM
2020-05-01,121.63999938964844,129.32000732421875,115.19000244140625,126.01000213623047,4504400.0,0.0,0.0,TM
2020-06-01,124.9000015258789,132.1300048828125,123.83000183105469,125.62999725341797,4652900.0,0.0,0.0,TM
2020-07-01,124.76000213623047,128.14999389648438,118.66000366210938,119.33999633789062,4219500.0,0.0,0.0,TM
2020-08-01,119.62000274658203,136.91000366210938,119.51000213623047,132.42999267578125,3521200.0,0.0,0.0,TM
2020-09-01,131.8000030517578,136.30999755859375,129.58999633789062,132.44000244140625,3570200.0,0.0,0.0,TM
2020-10-01,132.6300048828125,133.82000732421875,129.27999877929688,131.2899932861328,2978500.0,0.0,0.0,TM
2020-11-01,133.05999755859375,144.64999389648438,132.66000366210938,134.4600067138672,3527100.0,0.0,0.0,TM
2020-12-01,135.60000610351562,156.3000030517578,135.17999267578125,154.57000732421875,5632900.0,0.0,0.0,TM
2021-01-01,155.80999755859375,155.80999755859375,140.0399932861328,140.52000427246094,6821600.0,0.0,0.0,TM
2021-02-01,140.16000366210938,163.3699951171875,139.2899932861328,147.92999267578125,8313600.0,0.0,0.0,TM
2021-03-01,149.2100067138672,159.5500030517578,145.5500030517578,156.05999755859375,8918000.0,0.0,0.0,TM
2021-04-01,153.60000610351562,157.97999572753906,149.89999389648438,150.77000427246094,5679300.0,0.0,0.0,TM
2021-05-01,151.47999572753906,166.77999877929688,150.25,165.97999572753906,5591700.0,0.0,0.0,TM
2021-06-01,171.47000122070312,185.3800048828125,171.02999877929688,174.83999633789062,7203400.0,0.0,0.0,TM
2021-07-01,174.7100067138672,181.86000061035156,173.0500030517578,179.83999633789062,4250500.0,0.0,0.0,TM
2014-01-01,31.44131515179919,31.7350155758651,27.731426075873724,27.886005401611328,540681600.0,0.0,0.0,GM
2014-02-01,28.032854458601236,28.697543502991177,26.556627630294336,27.97875213623047,580146400.0,0.0,0.0,GM
2014-03-01,27.592308593575847,29.408607801045182,25.946044013181407,26.603002548217773,510773700.0,0.0,0.0,GM
2014-04-01,26.90157989650089,27.837287618242275,24.71826386212623,26.885984420776367,494224900.0,0.0,0.0,GM
2014-05-01,27.034131998921197,27.626748069167203,25.700750302666133,26.963956832885742,264085600.0,0.0,0.0,GM
2014-06-01,26.932770419558224,28.99132558992625,26.737831437901665,28.305139541625977,325847200.0,0.0,0.0,GM
2014-07-01,28.501889654071697,29.995783001193583,26.55982890268127,26.591279983520508,305487500.0,0.0,0.0,GM
2014-08-01,26.56769417350312,27.519066909681886,25.789296389776688,27.361814498901367,203297500.0,0.0,0.0,GM
2014-09-01,27.42472158015332,27.629147651283045,24.90082878265027,25.11311912536621,262448500.0,0.0,0.0,GM
2014-10-01,25.356683956175566,27.157113539790853,22.858293386746276,24.90459442138672,447956300.0,0.0,0.0,GM
2014-11-01,24.86493655386742,26.60191338543598,24.238355296991415,26.514667510986328,188657500.0,0.0,0.0,GM
2014-12-01,26.419492037473994,28.11681099586797,24.032139164691337,27.688514709472656,296877400.0,0.0,0.0,GM
2015-01-01,28.223597462812613,29.167851876961517,25.89497077598968,26.103025436401367,322806300.0,0.0,0.0,GM
2015-02-01,26.143033515872002,30.552221718916517,25.95898435522543,29.856035232543945,325790900.0,0.0,0.0,GM
2015-03-01,29.856035896088382,31.200397932286915,29.391909526472055,30.008075714111328,290617700.0,0.0,0.0,GM
2015-04-01,30.06888718281431,30.214108776662595,28.18100954042816,28.285892486572266,397267700.0,0.0,0.0,GM
2015-05-01,28.3746309405525,29.51220090416165,27.84215288919805,29.020061492919922,248022900.0,0.0,0.0,GM
2015-06-01,29.092673122976088,29.47992961908379,26.67231771407215,26.89015007019043,301985800.0,0.0,0.0,GM
2015-07-01,27.396891360075784,27.396891360075784,24.364565639987475,25.685094833374023,421909400.0,0.0,0.0,GM
2015-08-01,25.913328758606877,26.288292808978323,20.06876871376929,23.99774742126465,388128600.0,0.0,0.0,GM
2015-09-01,23.785807385701347,25.929626878789378,23.133693851422795,24.47052574157715,356603300.0,0.0,0.0,GM
2015-10-01,24.994399985991755,29.755631250490378,24.738596153504233,28.806684494018555,323441300.0,0.0,0.0,GM
2015-11-01,28.781926955706442,30.432266753546457,28.212557710876688,29.871150970458984,212069900.0,0.0,0.0,GM
2015-12-01,29.664865505029795,30.135212206727218,27.67620570465718,28.06403350830078,238745800.0,0.0,0.0,GM
2016-01-01,27.89265061595365,27.967698231925542,23.614942867410292,24.715639114379883,376867600.0,0.0,0.0,GM
2016-02-01,24.565540373208325,25.224291221421595,22.255746980858422,24.548864364624023,327574900.0,0.0,0.0,GM
2016-03-01,25.032509871119608,27.000422518475865,24.11526236987065,26.208253860473633,269349800.0,0.0,0.0,GM
2016-04-01,26.325856140798635,28.208686370701333,24.637218816672075,26.849332809448242,249350000.0,0.0,0.0,GM
2016-05-01,27.060408082711998,27.1195101217978,25.47308996425559,26.4102840423584,210049700.0,0.0,0.0,GM
2016-06-01,26.300527049719545,26.300527049719545,23.083673269926063,23.89421844482422,303560000.0,0.0,0.0,GM
2016-07-01,24.531880433510597,28.106060252225948,23.53145166235149,26.968822479248047,295969400.0,0.0,0.0,GM
2016-08-01,26.968820223070015,27.43910652987254,25.498103597891756,27.293745040893555,262310700.0,0.0,0.0,GM
2016-09-01,27.242435822429474,27.8324308929122,25.763168635983927,27.16547966003418,299362600.0,0.0,0.0,GM
2016-10-01,27.378225889954273,28.62426612015113,26.72059446314864,27.34361457824707,244472800.0,0.0,0.0,GM
2016-11-01,27.43014293413647,30.26833956424796,26.140838264458676,29.878952026367188,314369400.0,0.0,0.0,GM
2016-12-01,30.121243465715143,32.656585294645254,30.000098092612316,30.147201538085938,310509400.0,0.0,0.0,GM
2017-01-01,30.596687139949047,33.57063752085336,30.474230948384925,32.02243423461914,287500800.0,0.0,0.0,GM
2017-02-01,32.083663324791246,33.32572283393015,30.36926991639625,32.22361373901367,287888900.0,0.0,0.0,GM
2017-03-01,32.538502850646225,33.71933425649715,29.55580695064338,30.9290714263916,397935200.0,0.0,0.0,GM
2017-04-01,31.24552273219196,31.28086915452919,29.487076985349077,30.60930061340332,249493100.0,0.0,0.0,GM
2017-05-01,30.600471167942487,30.618144382273005,28.205804559292673,29.981922149658203,322113200.0,0.0,0.0,GM
2017-06-01,30.096788720771343,30.971590697827388,29.20431016304899,30.865554809570312,260038700.0,0.0,0.0,GM
2017-07-01,30.843685249704556,32.728974758376374,30.78114039089509,32.148197174072266,204852000.0,0.0,0.0,GM
2017-08-01,31.99629986729782,32.82725679273589,30.906226608456752,32.648555755615234,193493000.0,0.0,0.0,GM
2017-09-01,32.818318566932945,36.35658464639595,32.72003282998587,36.0796012878418,275318700.0,0.0,0.0,GM
2017-10-01,37.01591142381302,42.20590165541876,36.8263647808462,38.79404830932617,358941400.0,0.0,0.0,GM
2017-11-01,38.559369829176696,40.93322361771817,37.32279583425735,38.893333435058594,270788400.0,0.0,0.0,GM
2017-12-01,38.98359246664517,39.1911916494919,36.73610311609029,36.997859954833984,233305300.0,0.0,0.0,GM
2018-01-01,37.5621517731628,41.46045335400012,37.480177979430415,38.6278076171875,278088700.0,0.0,0.0,GM
2018-02-01,38.36366940005846,39.67525009802393,35.81337861717596,35.840702056884766,267909800.0,0.0,0.0,GM
2018-03-01,36.05929991109526,36.05929991109526,31.423234204040952,33.09914016723633,288911100.0,0.0,0.0,GM
2018-04-01,33.21498100059331,36.49967565565582,32.4145101082246,33.803836822509766,221705000.0,0.0,0.0,GM
2018-05-01,33.822229356702735,39.351926853092124,32.46050775031164,39.28752136230469,236116800.0,0.0,0.0,GM
2018-06-01,39.545148844819614,41.40371607654722,36.22365017132721,36.25125503540039,279572100.0,0.0,0.0,GM
2018-07-01,36.27057636832252,37.58849217222306,33.653300322809194,35.18468475341797,229946700.0,0.0,0.0,GM
2018-08-01,35.1661170832366,35.56520500409231,32.678779895771,33.45839309692383,226191400.0,0.0,0.0,GM
2018-09-01,33.41198868665189,33.86676453491226,30.88752618626822,31.249488830566406,241380000.0,0.0,0.0,GM
2018-10-01,32.18071796523846,34.76080473995729,28.671800166360853,34.329227447509766,389476100.0,0.0,0.0,GM
2018-11-01,34.00085755461211,36.3557717775735,31.758524366357616,35.605201721191406,266802600.0,0.0,0.0,GM
2018-12-01,36.59032798070687,37.16263881150674,29.516197045476726,31.383243560791016,227541200.0,0.0,0.0,GM
2019-01-01,31.144376323145234,37.107790773238385,30.528127487025138,36.994022369384766,245901200.0,0.0,0.0,GM
2019-02-01,36.889733194658696,38.62471853411082,36.03646112334907,37.430137634277344,180097400.0,0.0,0.0,GM
2019-03-01,37.780925667743354,39.34525659341145,34.37732380812994,35.173709869384766,179459600.0,0.0,0.0,GM
2019-04-01,35.810034927510074,38.73037115082392,35.74301109290312,37.29413986206055,159149400.0,0.0,0.0,GM
2019-05-01,37.34201112120405,37.53350934463827,31.74071091403337,31.922632217407227,219724700.0,0.0,0.0,GM
2019-06-01,31.932205327072307,37.33243766909969,31.673686927117746,36.891990661621094,175430400.0,0.0,0.0,GM
2019-07-01,37.674434794834895,39.67767311789277,36.36797630298536,39.03895950317383,150765800.0,0.0,0.0,GM
2019-08-01,39.92928784947825,40.54864977896168,34.43248164301801,35.89377975463867,151235200.0,0.0,0.0,GM
2019-09-01,35.7002305018238,38.497022208725554,35.26474307355773,36.271202087402344,170562500.0,0.0,0.0,GM
