Date,Open,High,Low,Close,Volume,Ticker
2013-12-01,14.867471449542835,16.148360948488662,13.961699552179558,16.130062103271484,341196700.0,GOLD
2014-01-01,16.431979893395738,18.252674171529677,16.08431069030416,17.639677047729492,304438500.0,GOLD
2014-02-01,17.82266463399612,19.625060522611424,16.779655019924444,18.646093368530273,273431000.0,GOLD
2014-03-01,19.20399778975538,19.350733063761982,16.250946464622004,16.35182762145996,241822800.0,GOLD
2014-04-01,16.443532576136654,17.62658557965765,15.746539363153703,16.02166748046875,241636600.0,GOLD
2014-05-01,15.847426459789695,16.1867511490402,14.187481586973117,14.774423599243164,183447200.0,GOLD
2014-06-01,14.784110962491177,16.87247059471275,14.434517685307526,16.835670471191406,184051900.0,GOLD
2014-07-01,16.835671412218616,17.930450582000525,16.57807755207692,16.633275985717773,227741400.0,GOLD
2014-08-01,16.808073512520348,17.810854149319425,16.329682395845694,16.91847038269043,144027500.0,GOLD
2014-09-01,16.642071725613793,16.725095959341076,13.42251299851587,13.523988723754883,218945300.0,GOLD
2014-10-01,13.616240460588951,13.865317568645267,10.452032587219222,10.950187683105469,325784600.0,GOLD
2014-11-01,10.904060259865922,12.297049592627808,10.0553515855854,10.968636512756348,327294000.0,GOLD
2014-12-01,11.30766910803352,11.594760193817757,9.298034157134426,9.955564498901367,411278400.0,GOLD
2015-01-01,9.761083105896299,12.270811349261884,9.399904189740761,11.83554458618164,477189900.0,GOLD
2015-02-01,11.594758479259255,12.261549041427413,11.00205487413528,12.057807922363281,280878800.0,GOLD
2015-03-01,12.124523871780053,12.189609222500634,9.567588231831088,10.190550804138184,317815300.0,GOLD
2015-04-01,10.292824653293556,12.738184252421549,10.28352738236236,12.105924606323242,272362300.0,GOLD
2015-05-01,11.947858016943108,12.654501064693783,10.720528844776227,11.027360916137695,210441200.0,GOLD
2015-06-01,11.149352292324506,11.364122530719673,9.86073442404774,9.95411205291748,240976700.0,GOLD
2015-07-01,9.926097470257238,10.271596519034684,6.340376361128654,6.5924973487854,481493100.0,GOLD
2015-08-01,6.5551467279713735,7.955819554810449,6.0789183497712,6.489781856536865,518937300.0,GOLD
2015-09-01,6.584589685090114,6.725085547318376,5.535550906507699,5.957039833068848,418116800.0,GOLD
2015-10-01,6.003871793377879,7.802223521264196,5.74161242692598,7.202773094177246,448033100.0,GOLD
2015-11-01,7.127841679476669,7.493131726067324,6.462826203058158,6.874948501586914,297695900.0,GOLD
2015-12-01,6.931199073791504,7.607413857879996,6.517956805257245,6.931199073791504,325166100.0,GOLD
2016-01-01,7.222346957734664,9.344909013938436,6.940590722526402,9.307341575622559,484186200.0,GOLD
2016-02-01,9.420042865037702,13.571248377565155,9.063151792051373,13.045304298400879,519944100.0,GOLD
2016-03-01,13.168153148578948,14.597838778131958,11.888961451354609,12.77310848236084,487197000.0,GOLD
2016-04-01,12.425088337649878,18.247290561281886,12.265189324836872,18.219074249267578,394599000.0,GOLD
2016-05-01,18.30372812476921,18.557685740646633,15.275054190215357,15.773563385009766,407542500.0,GOLD
2016-06-01,15.999176039467985,20.180244380650464,15.660169964310663,20.104909896850586,443279200.0,GOLD
2016-07-01,20.556917732250948,22.101275618268808,18.391049877659277,20.585168838500977,401566800.0,GOLD
2016-08-01,20.56633019976932,21.602180516029414,15.773169800336147,16.018007278442383,347292000.0,GOLD
2016-09-01,15.913058552034512,18.090735621705093,15.799933544676565,16.704940795898438,332828600.0,GOLD
2016-10-01,16.68608734300755,16.912339149254052,14.423566583408256,16.582387924194336,339539100.0,GOLD
2016-11-01,16.95947178836501,17.86448067912297,13.150896677205711,14.1596040725708,426785300.0,GOLD
2016-12-01,14.112735281426426,15.896887446471183,13.036580778927679,15.085050582885742,394366500.0,GOLD
2017-01-01,15.103931775672224,17.558321049324757,14.98121222196315,17.40728187561035,374387000.0,GOLD
2017-02-01,17.1429637505049,19.616233562766002,17.010804913390263,17.53944206237793,310776500.0,GOLD
2017-03-01,17.244751835814597,18.69126951568901,16.40331440154357,17.953828811645508,307158200.0,GOLD
2017-04-01,17.953836372190416,19.24908498692548,15.665880294563172,15.807695388793945,286151400.0,GOLD
2017-05-01,15.68478615509456,16.431679789335245,14.994617284319393,15.6375150680542,280674600.0,GOLD
2017-06-01,15.44851196180948,16.13995503325779,14.690768357404387,15.069640159606934,239565800.0,GOLD
2017-07-01,14.757072766797817,16.21573166812382,14.444503260314175,16.016822814941406,231566200.0,GOLD
2017-08-01,15.90316396795678,17.134498089330965,15.476931953156022,17.039779663085938,224366300.0,GOLD
2017-09-01,17.230048882027692,17.41031972547104,15.237586903557109,15.266051292419434,180024600.0,GOLD
2017-10-01,15.209125486001001,15.977645947224357,13.672082753878469,13.710034370422363,201306200.0,GOLD
2017-11-01,13.776450926270762,13.814402544325036,12.770731690575573,13.074344635009766,198546500.0,GOLD
2017-12-01,13.092574911637238,13.95780663100905,12.626680141642147,13.758137702941895,198277100.0,GOLD
2018-01-01,13.929282140629676,14.756482650378382,13.45388000741013,13.672565460205078,249857800.0,GOLD
2018-02-01,13.567980372652253,13.805681492789052,10.943759788720113,10.953268051147461,287999700.0,GOLD
2018-03-01,10.894439143921149,12.190715005673722,10.551306629788705,11.866645812988281,293429700.0,GOLD
2018-04-01,11.98102520989268,13.15339333300042,11.761802427020866,12.838855743408203,221200400.0,GOLD
2018-05-01,12.810256977156918,13.02948060435028,12.362279881090176,12.57197093963623,169624600.0,GOLD
2018-06-01,12.562118028765735,12.657647810620185,12.008047480504766,12.543012619018555,178561100.0,GOLD
2018-07-01,12.447484736895559,12.982449957055582,10.441367211134704,10.689743041992188,239225600.0,GOLD
2018-08-01,10.641977525456749,10.785271288475622,9.28545971285858,9.9541654586792,308252000.0,GOLD
2018-09-01,9.742863858099074,11.151124661008533,9.129743291004395,10.614644050598145,335719400.0,GOLD
2018-10-01,10.614645330667567,13.50780724207062,10.595485795996131,12.022906303405762,515093400.0,GOLD
2018-11-01,12.281565890694266,12.980906717854014,11.764245666798482,12.214506149291992,283252400.0,GOLD
2018-12-01,12.434690347073174,13.615746371680421,12.18503610893174,13.001213073730469,424482700.0,GOLD
2019-01-01,13.164746481283345,13.213003612045215,11.118613025913048,12.923457145690918,318812400.0,GOLD
2019-02-01,12.89450238672441,13.550809705840253,11.794223552260569,12.199589729309082,322746200.0,GOLD
2019-03-01,12.006557145840224,14.03338796874172,11.755616931937103,13.232307434082031,339062100.0,GOLD
2019-04-01,13.232306615063695,13.473595939977004,12.180285011170351,12.276801109313965,226097900.0,GOLD
2019-05-01,12.257496962950395,12.556696117204941,11.244081660405234,11.987253189086914,274805800.0,GOLD
2019-06-01,12.192837564027014,15.931071072259943,12.173468038231695,15.27252197265625,381243000.0,GOLD
2019-07-01,14.720501900755423,16.9479464799858,14.38154352530958,15.747063636779785,354743700.0,GOLD
2019-08-01,15.350000128310878,19.43687637073635,15.330630600118464,18.76864242553711,389941000.0,GOLD
2019-09-01,19.019857553459353,19.301272845237524,16.428887138639983,16.817047119140625,363424500.0,GOLD
2019-10-01,16.65207807519384,17.67099820514146,15.943685914339113,16.846158981323242,277118700.0,GOLD
2019-11-01,16.71030282691964,16.80734328707057,15.594342162416021,16.302734375,217504900.0,GOLD
2019-12-01,16.312757432172244,18.327518914582495,16.283557317771088,18.093923568725586,219232600.0,GOLD
2020-01-01,18.210719649997436,18.658445438916917,16.799414254803946,18.02579116821289,254467200.0,GOLD
2020-02-01,17.879796480104844,21.967718163497153,17.159541782148366,18.531917572021484,344748100.0,GOLD
2020-03-01,18.964720806177596,21.31822101573184,12.353435119525614,17.8905086517334,600507500.0,GOLD
2020-04-01,17.9783985442627,27.831850231303108,17.83191549451929,25.117023468017578,454719700.0,GOLD
